,id,ftype,image_loc,mask_loc,height,width,area,aeroplane_sum,bicycle_sum,bird_sum,boat_sum,bottle_sum,bus_sum,car_sum,cat_sum,chair_sum,cow_sum,diningtable_sum,dog_sum,horse_sum,motorbike_sum,person_sum,pottedplant_sum,sheep_sum,sofa_sum,train_sum,tvmonitor_sum,background_sum,border_sum,major_label,major_num,aeroplane_prop,bicycle_prop,bird_prop,boat_prop,bottle_prop,bus_prop,car_prop,cat_prop,chair_prop,cow_prop,diningtable_prop,dog_prop,horse_prop,motorbike_prop,person_prop,pottedplant_prop,sheep_prop,sofa_prop,train_prop,tvmonitor_prop,background_prop,border_prop,aeroplane_cnt,bicycle_cnt,bird_cnt,boat_cnt,bottle_cnt,bus_cnt,car_cnt,cat_cnt,chair_cnt,cow_cnt,diningtable_cnt,dog_cnt,horse_cnt,motorbike_cnt,person_cnt,pottedplant_cnt,sheep_cnt,sofa_cnt,train_cnt,tvmonitor_cnt,background_cnt,border_cnt,use_image,cluster_num_16,random_rstate1_fold0,random_rstate1_fold1,random_rstate1_fold2,random_rstate1_fold3,random_rstate1_fold4,skf_prop_rstate1_fold0,skf_prop_rstate1_fold1,skf_prop_rstate1_fold2,skf_prop_rstate1_fold3,skf_prop_rstate1_fold4,skf_major_rstate1_fold0,skf_major_rstate1_fold1,skf_major_rstate1_fold2,skf_major_rstate1_fold3,skf_major_rstate1_fold4,random_rstate2_fold0,random_rstate2_fold1,random_rstate2_fold2,random_rstate2_fold3,random_rstate2_fold4,skf_prop_rstate2_fold0,skf_prop_rstate2_fold1,skf_prop_rstate2_fold2,skf_prop_rstate2_fold3,skf_prop_rstate2_fold4,skf_major_rstate2_fold0,skf_major_rstate2_fold1,skf_major_rstate2_fold2,skf_major_rstate2_fold3,skf_major_rstate2_fold4,random_rstate3_fold0,random_rstate3_fold1,random_rstate3_fold2,random_rstate3_fold3,random_rstate3_fold4,skf_prop_rstate3_fold0,skf_prop_rstate3_fold1,skf_prop_rstate3_fold2,skf_prop_rstate3_fold3,skf_prop_rstate3_fold4,skf_major_rstate3_fold0,skf_major_rstate3_fold1,skf_major_rstate3_fold2,skf_major_rstate3_fold3,skf_major_rstate3_fold4,random_rstate4_fold0,random_rstate4_fold1,random_rstate4_fold2,random_rstate4_fold3,random_rstate4_fold4,skf_prop_rstate4_fold0,skf_prop_rstate4_fold1,skf_prop_rstate4_fold2,skf_prop_rstate4_fold3,skf_prop_rstate4_fold4,skf_major_rstate4_fold0,skf_major_rstate4_fold1,skf_major_rstate4_fold2,skf_major_rstate4_fold3,skf_major_rstate4_fold4,random_rstate5_fold0,random_rstate5_fold1,random_rstate5_fold2,random_rstate5_fold3,random_rstate5_fold4,skf_prop_rstate5_fold0,skf_prop_rstate5_fold1,skf_prop_rstate5_fold2,skf_prop_rstate5_fold3,skf_prop_rstate5_fold4,skf_major_rstate5_fold0,skf_major_rstate5_fold1,skf_major_rstate5_fold2,skf_major_rstate5_fold3,skf_major_rstate5_fold4
183,2007_006151,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006151.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006151.png,500,334,167000,0,0,0,0,0,0,10255,0,0,0,0,0,16302,0,9449,0,0,0,0,0,119219,11775,horse,13,0.0,0.0,0.0,0.0,0.0,0.0,0.06140718562874251,0.0,0.0,0.0,0.0,0.0,0.09761676646706587,0.0,0.0565808383233533,0.0,0.0,0.0,0.0,0.0,0.7138862275449102,0.07050898203592815,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,0,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train
184,2007_006212,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006212.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006212.png,373,500,186500,30631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150198,5671,aeroplane,1,0.16424128686327077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8053512064343163,0.03040750670241287,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,val,train
185,2007_006232,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006232.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006232.png,333,500,166500,23147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135052,8301,aeroplane,1,0.139021021021021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8111231231231231,0.049855855855855856,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,train,train,val,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,val,train,train,train,train,train,val,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val
186,2007_006254,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006254.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006254.png,333,500,166500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15915,0,134865,15720,train,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09558558558558558,0.0,0.81,0.09441441441441441,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,0,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train
187,2007_006281,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006281.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006281.png,375,500,187500,0,0,0,37836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140814,8850,boat,4,0.0,0.0,0.0,0.201792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751008,0.0472,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train
188,2007_006303,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006303.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006303.png,371,500,185500,0,0,0,0,0,0,0,14009,0,0,0,0,0,0,0,27234,0,0,0,0,126289,17968,pottedplant,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07552021563342318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14681401617250675,0.0,0.0,0.0,0.0,0.6808032345013477,0.09686253369272237,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train
189,2007_006317,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006317.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006317.png,375,500,187500,0,5680,0,0,0,103643,0,0,0,0,0,0,0,0,15701,0,0,0,0,0,49913,12563,bus,6,0.0,0.030293333333333332,0.0,0.0,0.0,0.5527626666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08373866666666667,0.0,0.0,0.0,0.0,0.0,0.26620266666666664,0.06700266666666667,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,6,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train
190,2007_006400,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006400.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006400.png,335,500,167500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43811,0,113917,9772,train,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26155820895522386,0.0,0.6801014925373134,0.05834029850746269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,4,val,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,train,train,val,train,train
191,2007_006409,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006409.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006409.png,375,500,187500,0,0,0,0,906,0,0,0,0,0,37073,0,0,0,34229,0,0,0,0,0,107498,7794,diningtable,11,0.0,0.0,0.0,0.0,0.004832,0.0,0.0,0.0,0.0,0.0,0.19772266666666666,0.0,0.0,0.0,0.18255466666666667,0.0,0.0,0.0,0.0,0.0,0.5733226666666666,0.041568,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,1,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,val,train,train
192,2007_006445,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006445.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006445.png,480,443,212640,0,0,0,0,0,0,0,0,0,0,0,0,30792,0,6285,0,0,0,0,0,166772,8791,horse,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1448081264108352,0.0,0.029556997742663658,0.0,0.0,0.0,0.0,0.0,0.7842927012791573,0.04134217456734387,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,0,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,val
193,2007_006477,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006477.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006477.png,500,375,187500,0,0,0,0,0,0,0,0,8200,0,0,0,0,0,17174,0,0,0,0,0,148675,13451,person,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04373333333333333,0.0,0.0,0.0,0.0,0.0,0.09159466666666667,0.0,0.0,0.0,0.0,0.0,0.7929333333333334,0.07173866666666667,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train
194,2007_006483,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006483.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006483.png,377,500,188500,0,0,0,0,2493,0,0,0,0,0,0,0,0,0,55728,0,0,0,0,0,124561,5718,person,15,0.0,0.0,0.0,0.0,0.013225464190981433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2956392572944297,0.0,0.0,0.0,0.0,0.0,0.6608010610079575,0.0303342175066313,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,1,val,train,train,train,train,train,val,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,val,train,train,train,train,train,val,val,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train
195,2007_006490,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006490.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006490.png,358,269,96302,0,0,107,4744,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,86953,3874,boat,4,0.0,0.0,0.0011110880355548172,0.04926169757637432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064796162073477185,0.0,0.0,0.0,0.0,0.0,0.9029199808934394,0.04022761728728375,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train
196,2007_006530,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006530.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006530.png,375,500,187500,0,0,0,0,0,0,0,0,33727,0,0,0,0,0,0,0,0,23321,0,0,117158,13294,chair,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17987733333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12437866666666667,0.0,0.0,0.6248426666666667,0.07090133333333333,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0,train,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,train,train,train,train,val,val,train,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val,train,train,val,train,train
197,2007_006581,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006581.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006581.png,500,374,187000,0,7013,0,0,0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,168150,10998,bicycle,2,0.0,0.037502673796791446,0.0,0.0,0.0,0.0,0.00448663101604278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8991978609625668,0.05881283422459893,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val
198,2007_006585,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006585.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006585.png,331,500,165500,0,0,0,0,0,0,0,0,0,0,0,0,0,10979,7524,0,0,0,0,0,142398,4599,motorbike,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06633836858006043,0.04546223564954683,0.0,0.0,0.0,0.0,0.0,0.8604108761329305,0.027788519637462237,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,0,val,train,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train
199,2007_006605,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006605.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006605.png,375,500,187500,0,0,0,0,0,0,0,0,14955,0,0,0,0,0,0,4530,0,0,0,0,141715,26300,chair,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07976,0.0,0.0,0.0,0.0,0.0,0.0,0.02416,0.0,0.0,0.0,0.0,0.7558133333333333,0.14026666666666668,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train
200,2007_006615,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006615.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006615.png,375,500,187500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67772,0,0,0,0,0,114538,5190,person,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36145066666666664,0.0,0.0,0.0,0.0,0.0,0.6108693333333334,0.02768,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,1,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val
201,2007_006641,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006641.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006641.png,375,500,187500,0,0,0,0,0,0,0,104755,0,0,0,0,0,0,0,0,0,0,0,0,76835,5910,cat,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5586933333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4097866666666667,0.03152,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3,val,train,train,train,train,train,train,train,val,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train
202,2007_006660,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006660.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006660.png,400,500,200000,0,0,0,50793,0,0,18642,0,0,0,0,0,0,0,0,0,0,0,0,0,122505,8060,boat,4,0.0,0.0,0.0,0.253965,0.0,0.0,0.09321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612525,0.0403,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,val,train,train
203,2007_006661,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006661.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006661.png,333,500,166500,0,1791,0,0,0,0,0,0,0,0,0,0,0,0,3474,0,0,0,0,0,154900,6335,person,15,0.0,0.010756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020864864864864864,0.0,0.0,0.0,0.0,0.0,0.9303303303303303,0.038048048048048046,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,0,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,train,val,train
204,2007_006673,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006673.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006673.png,333,500,166500,0,0,0,6417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147557,12526,boat,4,0.0,0.0,0.0,0.03854054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8862282282282282,0.07523123123123124,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,train,val
205,2007_006699,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006699.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006699.png,500,375,187500,0,0,0,0,0,0,0,0,0,0,85865,0,0,0,69528,0,0,0,0,0,27448,4659,diningtable,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45794666666666667,0.0,0.0,0.0,0.370816,0.0,0.0,0.0,0.0,0.0,0.14638933333333334,0.024848,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,12,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,val,train,train,train,train
206,2007_006704,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006704.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006704.png,375,500,187500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53121,131733,2646,tvmonitor,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283312,0.702576,0.014112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,15,train,train,train,train,val,train,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,val,train,train,train,train,train,train,train,val,val,train,train,train,train,train,train,train,train,val,train,train,train,val,train,val,train,train,train,train
207,2007_006803,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006803.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006803.png,500,400,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,0,0,0,35242,0,158275,4916,train,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007835,0.0,0.0,0.0,0.17621,0.0,0.791375,0.02458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,0,train,val,train,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,val,train,train,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,val,val,train,train,train,train
208,2007_006832,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006832.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006832.png,333,500,166500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103131,0,0,0,36440,26929,sheep,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6194054054054055,0.0,0.0,0.0,0.21885885885885886,0.16173573573573574,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,7,train,val,train,train,train,val,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,val,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,val,train,train,train,train,val,train
209,2007_006865,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006865.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006865.png,333,500,166500,0,0,52849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23043,90608,bird,3,0.0,0.0,0.31741141141141144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1383963963963964,0.5441921921921922,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train
210,2007_006899,train,./data/VOCdevkit/VOC2012/JPEGImages/2007_006899.jpg,./data/VOCdevkit/VOC2012/SegmentationClass/2007_006899.png,500,496,248000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15072,0,0,0,226138,6790,sheep,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0607741935483871,0.0,0.0,0.0,0.9118467741935484,0.027379032258064515,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,0,train,train,train,train,val,train,train,val,train,train,train,train,val,train,train,train,train,val,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,val,train,train,train,train,train,val,val,train,train,train,train,train,val,train,train,train
